,ArticleId,Text,Category,category_id
1402,1421,hoffman hits out over modern film hollywood legend dustin hoffman has hit out at the quality of current films and theatre productions the star of rain man and tootsie said the film culture was in the craphouse at press conference on tuesday the year old also said he stopped working few years ago because he lost his spark for acting hoffman is in the uk to publicise his new comedy meet the fockers which also stars robert de niro barbra streisand and ben stiller he said you go to the cinema and you realise you re watching the third act there is no first or second act there is this massive film making where you spend this incredible amount of money and play right to the demographic you can tell how much money the film is going to make by how it does on the first weekend the whole culture is in the craphouse it not just true in the movies it also true in the theatre broadway and now london is the same special effects are in great demand it not good time culturally hoffman also said he stopped working few years ago and moved into directing and writing he said just lost that spark always had couple of years ago didn like the parts was getting studios weren interested in the kind of films that people of my generation wanted to see thought would stop and just try writing and directing wasn aware of the depression that set in recently hoffmann has returned to film with roles in heart huckabees finding neverland and now meet the fockers which is the sequel to meet the parents meet the fockers opens in the uk on friday ,entertainment,4
1403,595,roche turns down federer offer australian tennis coach tony roche has turned down an approach from roger federer to be the world number one new full time coach say reports melbourne herald sun said roche troubled by hip complaint did not want to travel full time again however roche is happy to work with the swiss star on casual basis and is helping him prepare for next month defence of his australian open crown federer has been without coach since splitting with peter lundgren in roche former davis cup player for australia won the french open reached the wimbledon and us open finals and won five wimbledon doubles titles with john newcombe he also coached former number one ivan lendl and pat rafter to grand slam victories and has worked with australia lleyton hewitt some reports claim federer initially wanted andre agassi australian coach darren cahill before agassi confirmed he would play on in federer was named swiss sportsman of the year on saturday to add to the bbc overseas sportsman and european sports journalists association awards he has already won ,sport,3
1404,477,new foot and mouth action urged senior tory mp has criticised agriculture department defra lackadaisical approach to planning for future foot and mouth outbreak public accounts committee chairman edward leigh was giving his reaction to report by government watchdog on lessons to be learnt from the crisis the national audit office said defra had improved its capacity to deal with future livestock disease outbreaks but mr leigh said the department was dragging its heels that comment referred to the setting up of scheme to share any future compensation costs with industry he also said defra had been dreadfully slow in paying some of its bills dating from the foot and mouth crisis the outbreak which began in led to the slaughter of million animals devastated many farms and rural businesses and is estimated to have cost the uk up to bn four years after the outbreak defra is yet to begin its planned review of some of its contractors costs and of invoices remain unpaid mr leigh said mr leigh also pointed out that the introduction of an it system to help control future outbreaks had been delayed in november it emerged european commission compensation amounted to just over third of the money the uk government had hoped to get as reimbursement for the billions lost through the foot and mouth crisis ministers had hoped to get from the european union vet fund to help with animal slaughter and other costs but in the end was granted that was because the uk had valued the culled animals at between two and three times the commission assessment of their likely market value national audit office chief sir john bourn said new compensation scheme was now being looked at on the issue of the unpaid invoices sir john said defra had paid of the bn submitted by contractors since but has not agreed final settlement with contractors pending the results of its investigations mr leigh said being better prepared would also help avoid the need for mass funeral pyres which provided an unsettling images of the outbreak defra spokesman said we welcome the report it acknowledges the progress the department has made since particularly on contingency planning and our improved capacity and preparedness for combating another major disease outbreak however the department is aware that there are some areas requiring further work and we are working to resolve them as soon as is practicable ,politics,2
1405,929,mallon wades into ne vote battle middlesbrough mayor ray mallon has been drafted in to boost the yes campaign as the north east assembly referendum enters its final week the former police chief dubbed robocop for his zero tolerance style clashed on thursday with sunderland no campaigner neil herron mr mallon said an assembly would give local people more of say over key issues such as transport and crime but mr herron said north east people did not want or need an assembly the pair met on the platform at sunderland station as mr mallon toured the region highlighting claimed improvements to transport if the area gets an assembly but mr herron who gained fame as one of sunderland metric martyrs and is running his own no campaign alongside the official north east says no campaign said he was not convinced by mr mallon arguments the reality is that it is not going to deliver he said labour has had two and half years to convince people of this if you can sell deal in that time it is bad deal on wednesday mr mallon provoked fury by branding the official no campaign two bit tories in confrontation outside its durham headquarters the campaign is being run by two bit conservatives who are not interested in what happens in the north east they are interested in hitting the labour party over the head he said mr mallon is late recruit to the yes campaign after rejecting overtures from no campaigners including he claims tory leader michael howard most local observers believe the contest is too close to call although little recent polling has been carried out yes campaign chairman john tomaney said he hoped for late flurry of votes to boost turnout something he says will boost their cause he added the government exerts lot of political power in the north east the accountability should be in the north east as well he also defended the decision to attack the official no campaign alleged political allegiances we felt we had to show what people were behind the no campaign london tory spin doctors graham robb spokesman for north east says no said the yes campaign decision to get personal dragged the campaign into the gutter and showed they were rattled and he hit back at mr mallon claim that an assembly would improve transport links in the region it can push paper around but it can not get people moving he said some people had returned their ballot papers by wednesday turnout of the deadline for voting is next thursday november ,politics,2
1406,2120,hitzlsperger waiting on leary aston villa thomas hitzlsperger is waiting to learn the future of manager david leary before committing himself to new contract with the club leary has been in talks over new deal and he said had message from thomas agent asking me what the news was on myself he wants to find out before he goes into discussions over thomas the reason thomas is not speaking to the club is because the agent wants to see the outcome of what happens to me hitzlsperger current deal expires in the summer and he has been offered new deal by the midlands club the german international is understood to be keen to remain at villa despite interest in his native country from hamburg but he wants assurances that leary will also be committing himself long term because negotiations over new three and half year contract appear to have stalled leary wants his backroom staff assistant manager roy aitken and fitness coach steve mcgregor to also be given satisfactory deals which will tie them to villa until the summer of ,sport,3
1407,1500,aviator wins top globes accolades the aviator has been named best film at the golden globe awards with its star leonardo dicaprio named best actor hollywood veteran clint eastwood took the best director prize for million dollar baby while its star hilary swank was best actress quirky comedy sideways was named best screenplay and best comedy ray star jamie foxx was best actor in musical comedy while briton clive owen and natalie portman won prizes for best supporting roles in closer the aviator in which dicaprio plays millionaire howard hughes edged ahead of its rivals at the beverly hills ceremony by winning the best original score prize this give it total of three awards while million dollar baby sideways and closer took two golden globes each accepting his best dramatic actor prize dicaprio described director martin scorsese as one of the greatest contributors to the world of cinema of all time annette bening won best actress in musical comedy for being julia while spanish movie the sea inside was named best foreign language film swank who previously won the golden globe and oscar for boys don cry paid tribute to million dollar baby director and co star clint eastwood you guided us so brilliantly while you also in my humble opinion gave the performance of your career she said foxx was nominated for three awards but was beaten to the best supporting actor title by owen and the best actor in tv movie prize by geoffrey rush in the life and death of peter sellers bbc co production the life and death of peter sellers was also named best tv movie mick jagger and dave stewart won the best original song award for old habits die hard from movie re make alfie while ian mcshane was named best actor in tv drama for his lead role in deadwood other uk hopes kate winslet and imelda staunton went home empty handed despite lead actress nominations for eternal sunshine of the spotless mind and vera drake respectively winning golden globe is said to improve film or performer chance of subsequently winning an academy award unlike the oscars the golden globes split awards by genre one prize for dramas and the other for musicals and comedies the globes also honour the best in television with suburban series desperate housewives named best tv comedy show actress teri hatcher beat fellow desperate housewives stars marcia cross and felicity huffman to the best comedy actress prize hatcher thanked the show cast crew and network who gave me second chance at career when couldn have been bigger has been cosmetic surgery series nip tuck beat the sopranos and deadwood to the best television drama title arrested development star jason bateman was named best tv actor in musical or comedy series the golden globes are awarded by the hollywood foreign press association comprising film reporters based in los angeles and working for overseas outlets robin williams five time globe winner for such films as the fisher king and good morning vietnam received the cecil demille award for career achievement he dedicated his prize to superman actor christopher reeve who died last year ,entertainment,4
1408,1731,guantanamo pair passport ban the government has written to two of the british men freed from guantanamo bay telling them they will not be allowed passports letter sent to martin mubanga said his british passport would not be issued in the light of evidence gathered against him by the us this suggested he was likely to take part in action against uk or allied targets if he left britain it said an identical letter has been sent to feroz abbasi the men solicitor says it is not known whether the other two men released from the cuba detention camp in january richard belmar and moazzam begg have also received letters the government is implementing the rarely used royal prerogative in order to withdraw the men passports it is only the th time the power has been used since the last time was in the letter from the home office says am writing to inform you that on the basis of the information which has come to light during your detention by the united states the home secretary considered that there are strong grounds for believing that on leaving the united kingdom you would take part in activities against the united kingdom or allied targets the home office said it could not comment on individual cases the liberal democrats say they suspect the move is part of package of security measures agreed with the us in order for the men to be allowed home from guantanamo bay home affairs spokesman mark oaten also demanded assurances that the evidence against the men was not gained under torture he added the power should only be used in absolute extreme circumstances and find it hard to believe that these conditions have been met this time he said the move also raised complex questions about the use of the royal prerogative the liberal democrats have promised to raise the issue in parliament amnesty international uk also questioned whether the decisions had been based on torture evidence obtained at guantanamo bay furthermore we believe there should be an investigation into the role played by the uk in the detention of uk residents and nationals and possibly many others at guantanamo bay said director kate allen the men solicitor louise christian has raised questions about whether the evidence was gathered through torture but the pentagon told bbc news us policy condemns and prohibits torture and said there was no evidence that any british detainee was tortured or abused mr abbasi from croydon south london was taken to guantanamo bay after being captured in afghanistan in mr mubanga from north london was originally detained in zambia ,politics,2
1409,957,web radio takes spanish rap global spin the radio dial in the us and you are likely to find plenty of spanish language music but what you will not find is much spanish language hip hop hip hop and rap are actually quite popular in the spanish speaking world but local artists are having trouble marketing their work abroad but now us company is bringing rap and hip hop en espanol to computer users everywhere los caballeros de plan are one of mexico hottest hip hop acts they have devoted fan base in their native monterrey but most mexican hip hop fans not to mention fans in most of the spanish speaking world rarely get chance to hear the group tracks on the radio you can really just go on the radio and listen to hip hop in spanish it just not accessible says manuel millan native of san diego california it really hard for the spanish hip hop scene to get into mainstream radio you usually have very commercialised sound and the groups are not really known around the country or around the world millan and two friends set out to change that they wanted to make groups like los caballeros de plan accessible to fans globally mainstream radio stations were not going to play this kind of music and starting their own broadcast station was economically impossible so millan and his friends launched website called latinohiphopradio com the name says it all it is web based radio devoted to the hottest spanish language rap and hip hop tracks the site which is in both in english and spanish is meant to be easy to navigate all the user has to do is download media player there are no djs it is just music streamed over the net for free suddenly with the help of the website los caballeros de plan are producing export quality rap the web might be just the right medium for spanish language hip hop right now the genre is in what millan calls its infant stage but the production values are improving and artists such as argentina mustafa yoda are pushing to make it better and better mustafa yoda is currently one of the hottest tracks on latinohiphopradio com he considered the eminem of argentina and the latin american hip hop scene millan says he really hasn had that much exposure as far as anywhere in the world but he definitely the one to look out for as far as becoming the next big thing in the spanish speaking world currently the chilean group makisa is also in latinohiphopradio com top as is cuban artist papo record every country got it own cultural differences and they try to put those into their own songs millan says latinohiphopradio com has been up and running for couple of months now the site has listeners from across the spanish speaking world right now mexico leads the way accounting for about of listeners but web surfers in spain are logging in as well about of the web station traffic comes from there that is not surprising as many consider spain to be the leader in spanish language rap and hip hop millan says that spain is actually just behind the united states and france in terms of overall rap and hip hop production that might be changing though as more and more latin american artists are finding audiences but one spaniard is still firmly in latinohiphopradio com top his name is tote king and manuel millan says that he is the hip hop leader in spain on his track uno contra veinte emcees or one against emcees tote king shows he is well aware of that fact it basically him bragging that he one of the best emcees in spain right now millan says and it pretty much true he has the tightest productions and his rap flow is impeccable it amazing latinohiphopradio com is hoping to expand in the coming year millan says they want to include more music and more news from the world of spanish language hip hop and rap clark boyd is technology correspondent for the world bbc world service and wgbh boston co production ,tech,1
1410,1655,hitch holds on to us box office will smith first romantic comedy hitch has topped the north american box office for second weekend smith plays new york date doctor with love worries of his own in the movie which took m it held off strong challenge from the new keanu reeves sci fi thriller constantine which opened at number two with m constantine based on the hellblazer comics stars reeves as an exorcist who must send satan minions back to hell two family films came next in the chart with wayne wang comedy because of winn dixie about young girl and an abandoned dog in third position with m comedy adventure son of the mask came in at number four with m just ahead of oscar favourite million dollar baby at five smith comedy will be the first us movie released this year to top the m mark it success continues strong trend of hollwood movie going this year with figures for the popular president day weekend greater than last year oscar contenders the aviator starring leonardo dicaprio as howard hughes and wine tasting comedy sideways both held onto positions in the top ,entertainment,4
1411,232,mrs howard gets key election role michael howard ex model wife sandra is to play leading role in the conservative election campaign mrs howard will make solo visits to target seats as well as accompanying her husband on his helicopter campaign trail criss crossing the country mr howard will host news conference at the party london hq every morning tory co chairman liam fox said we want michael to be as accessible as possible mr fox said adding that the party was not afraid of scrutiny the tory leader wanted to meet as many ordinary members of the public mr fox said tony blair has also said he is intending to get out and talk to as many people as possible during the election campaign but labour campaign chiefs say there are no plans for mr blair to hold daily news conference mr fox responded by accusing the prime minister of hiding away from the scrutiny of london media the liberal democrats also say they are planning to hold daily news conferences with charles kennedy on mrs howard role mr fox said sandra has already been campaigning with michael on number of visits and has been undertaking short visits herself that pattern will continue it worked very well up until now mrs howard made her debut speech at the conservative party conference in bournemouth last october she used her speech on the fringe to highlight the work of drugs charity addaction which she supports mrs howard has also appeared along side her husband on tv chat shows during an interview on itv this morning she said she often criticised her husband for not showing the side of him that she knows ,politics,2
1412,33,celebrities get their skates on former england footballer paul gascoigne will join eastenders actress scarlett johnson on bbc one strictly ice dancing the one off christmas special will also star television presenter carol smillie and jessica taylor from liberty each celebrity will be paired with professional skater to impress panel of judges and win the audience vote the bbc is yet to confirm the final two stars who will battle it out to become ice king or queen veteran presenter bruce forsyth and tess daly will host the programme which follows hot on the heels of the current saturday night series strictly come dancing the celebrities will have to practise stipulated ice dance and perform it at an ice rink with their partner the judges will have of the vote to decide who wins the contest with the ice rink audience making up the rest of the vote the show forms part of the bbc festive schedule ice skating duo jayne torvill and christopher dean are to front similar celebrity ice dance show for itv titled stars on thin ice the contestants on stars on thin ice will each be paired up with professional skater and will learn new routine every week at the end of the series one celebrity will be crowned the winner ,entertainment,4
1413,654,lennon brands rangers favourites celtic neil lennon admits rangers could be considered slight favourites for the old firm cis cup clash but insists his side can still win lennon concedes rangers are in good form at the moment but they have failed to beat celtic in their last seven meetings rangers are on the up and have been on good run in recent weeks he said but it a game we believe we re capable of winning if we play our best he told the evening times all the boys are looking forward to it because they are brilliant games to be involved in without playing at the top of our game we have still been winning matches at the minute we are at the top of the league and still in with chance of staying in europe so don think it is the crisis people have been trying to make out of course it is concern when you are losing goals because we have been notorious for being team that is hard to beat and keeping clean sheets but hopefully we are over that wee run considering we lost henrik larsson at the end of last season we have still been scoring lot of goals which is pleasing ,sport,3
1414,1130,fightstar take to the stage charlie simpson took his new band fightstar to the stage on friday night just hours after officially announcing his departure from pop band busted he was greeted by sell out crowd at the university of warwick confirmation of busted long rumoured split had come earlier in the day when simpson held press conference in london with bandmates matt willis and james bourne all three band members stressed that the break up was amicable although bourne admitted he was devastated to hear of simpson departure this has been really difficult decision year old simpson revealed hope the fans will understand while simpson declared he would look back with pride on busted enormous success his focus turned immediately to fightstar with friday press conference coinciding with the start of the band date tour of the uk fuelled by this news all tickets to see charlie first post busted live appearance at the university of warwick student union sold out rapidly mike eccleshall the venue promotions coordinator said tickets had been selling strongly over the past few days but sales went mad after the news broke we had completely sold out by pm with queues outside the venue long and expectations high the pressure was on fightstar to impress although many dedicated fans travelled to the gig from around the country they faced tough crowd made up chiefly of students the average age of the audience far exceeding that of any busted concert gone were the screaming girls to which simpson had become accustomed support act brigade fronted by simpson brother played short set first and were met with general approval when fightstar eventually took to the stage around pm however riotous cheer easily drowned out any hecklers lurking in the crowd unfortunately the band were initially hindered by technical teething problems as simpson guitar amplifier failed to work as sound technicians rushed to fix it other band members did their best to improvise when they eventually got under way fightstar blend of emotionally charged rock was warmly received far heavier and less commercial than busted chart topping pop punk the band will undoubtedly appeal to more mature fan base warwick student helen clutterbuck admitted came to check out fightstar because of all the controversy ve never heard them before but m pretty impressed less impressed were fellow students ryan crabbe and gordon rennie who observed with fightstar charlie has clearly progressed from busted sound but they re still not very inspiring fightstar played for around minutes showcasing material from their forthcoming ep called they liked you better when you were dead due for release in february ,entertainment,4
1415,311,mps issued with blackberry threat mps will be thrown out of the commons if they use blackberries in the chamber speaker michael martin has ruled the handheld computers can be used as phone pager or to send mails the devices gained new prominence this week after alastair campbell used his to accidentally send an expletive laden message to newsnight journalist mr martin revealed some mps had been using their blackberries during debates and he also cautioned members against using hidden earpieces the use of electronic devices in the commons chamber has long been frowned on the sound of mobile phone or pager can result in strong rebuke from either the speaker or his deputies the speaker chairs debates in the commons and is charged with ensuring order in the chamber and enforcing rules and conventions of the house he or she is always an mp chosen by colleagues who once nominated gives up all party political allegiances ,politics,2
1416,1355,tories attack burglar turns tory leader michael howard has accused tony blair of performing turns over rules on using force against burglars the government has ruled out amending the present law which allows reasonable force in self defence mr howard branded the decision unacceptable saying it is not householders who should be frightened it the burglars home secretary charles clarke said ministers had kept to their pledge to review the law metropolitan police commissioner sir john stevens last month backed tory attempt to change the law so only householders using grossly disproportionate force could be prosecuted the pressure prompted the prime minister to say the police and crown prosecution service would be consulted as part of review of the law he told mps if we get the right response from those people we will of course support change in the law instead the government has decided no change is needed but there will be publicity campaign so people are clear they are entitled to defend themselves on thursday mr howard told bbc radio today programme mr blair had initially refused the law change then had come round to the idea and was now backtracking again he said we ve had three policy positions in three months and two turns it not surprising gordon brown told him there nothing you could say to me now that could ever believe mr howard said the grossly disproportionate test matched the hurdle ministers had introduced for civil cases where burglars where claimed compensation from householders the issue entered the public spotlight when norfolk farmer tony martin was jailed for shooting dead year old burglar in as he ran away from the farm but the home secretary said mr howard was wrong to say the law was biased in favour of burglars the barrister who had represented mr martin had said the rules were weighted overwhelmingly in favour of the householder said mr clarke he said the problem is there has not been enough understanding of it that was the point sir john stevens was making and the prime minister was making the new guidance would help ensure clarity on the issue added mr clarke the director of public prosecutions ken macdonald says only householders or occupiers of business premises have been prosecuted in the last years those cases included warehouse manager who had waited for burglar tied him up beat him and set him alight he said tory mp patrick mercer private member bill to change the law received first reading in parliament on wednesday and goes to full debate next month ,politics,2
1417,192,the ticking budget facing the us the budget proposals laid out by the administration of us president george bush are highly controversial the washington based economic policy institute which tends to be critical of the president looks at possible fault lines us politicians and citizens of all political persuasions are in for dose of shock therapy without major changes in current policies and political prejudices the federal budget simply cannot hold together news coverage of the bush budget will be dominated by debates about spending cuts but the fact is these will be large cuts in small programs from the standpoint of the big fiscal trends the cuts are gratuitous and the big budget train wreck is yet to come under direct threat will be the federal government ability to make good on its debts to the social security trust fund as soon as the fund will begin to require some cash returns on its bond holdings in order to finance all promised benefits the trigger for the coming shock will be rising federal debt which will grow in years by conservative estimates to more than half the nation total annual output this upward trend will force increased borrowing by the federal government putting upward pressure on interest rates faced by consumers and business even now growing share of us borrowing is from abroad the us government cannot finance its operations without heavy borrowing from the central banks of japan and china among other nations this does not bode well for us influence in the world the decline of the dollar is warning sign that current economic trends cannot continue the dollar is already sinking before too long credit markets are likely to react and interest rates will creep upwards that will be the shock interest sensitive industries will feel pain immediately sectors such as housing automobiles other consumer durables agriculture and small business some will recall the news footage of angry farmers driving their heavy equipment around the us capitol in the late there will be no need for constitutional amendments to balance the budget the public outcry will force congress to act whether it will act wisely is another matter how did this happen by definition the deficit means too little revenue and too much spending but this neutral description doesn adequately capture the current situation federal revenues are at levels while spending remains where it has been in recent decades much higher in addition the united states has two significant military missions the bush administration chosen remedy is the least feasible one reducing domestic spending or eliminating waste fraud and abuse is toothless because this slice of the budget is too small to solve the problem indeed if congress were rash enough to balance the budget in this way there would hardly be any such spending left law enforcement space exploration environmental clean up economic development the small business administration housing veterans benefits aid to state and local governments would all but disappear it fantasy to think these routine government functions could be slashed the biggest spending growth areas are defence including homeland security and health care for the elderly and the poor to some extent increases in these areas are inevitable the us population is aging and the nation does face genuine threats in the world but serious savings can only be found where the big money is savings in health care spending that do not come at the expense of health can only be achieved with wholesale reform of the entire system public and private brute force budget cuts or spending caps would ill serve the nation elderly and indigent on the revenue side the lion share of revenue lost to tax cuts enacted since will have to be replaced some rearranging could hold many people harmless and focus most of the pain on those with relatively high incomes finally blind allegiance to balanced budget will have to be abandoned there is no good reason to fixate on it anyway moderate deficits and slowly rising federal debt can be sustained indefinitely borrowing for investments in education and infrastructure that pay off in future years makes sense the sooner we face that reality the sooner workable reforms can be pursued first on the list should be tax reform to raise revenue simplify the tax code and restore some fairness eroded by the bush tax cuts second should be dispassionate re evaluation of the huge increase in defence spending over the past three years much of it unrelated to afghanistan iraq or terrorism third must be the start of serious debate on large scale health care reform one thing is certain destroying the budget in order to save it is not going to equip the us economy and government for the challenges of this new century ,business,0
1418,697,yahoo moves into desktop search internet giant yahoo has launched software to allow people to search mail and other files on their pcs the firm is following in the footsteps of microsoft google and ask jeeves which have offered similar services search has become lucrative and hotly contested area of expansion for net firms looking to extend loyalty beyond the web with hard drives providing bigger storage users could need more help to locate important files such as photos the desktop search technology has been licensed from us based firm technologies it is designed to work alongside microsoft outlook and outlook express mail programs searching mail effectively is becoming increasingly important especially as the amount of spam increases according to research from message analysts the radicati group up to of businesses critical information is stored in mail and attachments yahoo software can also work separately on the desktop searching for music photos and other files users can search under variety of criteria including file name size date and time it doesn yet incorporate web searching although yahoo has promised that future versions will allow users to search both web based and desktop data we are all getting more and more files on our desktop but the real commercial opportunity lies with linking this through to web content said julian smith an analyst with research firm jupiter it is all about extending the idea of search and getting closer relationship with consumers by organising not just how they search on the internet but the files on your computer as well he said search engines are often the first port of call for users when they go onto the web the new foray into desktop search has rung alarm bells for human rights groups concerned about the implications to privacy and not everyone is impressed with the functionality of such services alexander linden vice president of emerging technologies at analyst firm gartner downloaded the google product but has since removed it it was just not very interesting he said he believes the rush to enter the desktop business is just way of keeping up with rivals desktop search is just one of many features people would like but m suspicious of its usefulness he said more useful would be tools that can combine internet intranet and desktop search alongside improvements to key word searching he said ,tech,1
1419,1062,t in the park sells out in days tickets for scotland biggest music festival have sold out in record time five months before the event is held the th annual in the park festival which takes place at balado near kinross in july sold out just four days after the line up was announced green day the foo fighters and keane are among the acts that had already been lined up to appear at the event however the organisers have revealed scots favourites travis as well as soulman james brown will also appear last year tickets sold out weeks before the festival but organisers confirmed that all for the two day event had been sold geoff ellis ceo of festival organisers big day out ltd said this year event promises to be the best yet after last year sell out we did think this year event would sell slightly earlier however this is way beyond our expectations mr ellis said we are extremely proud that fans are so excited about in the park that they have made absolutely sure that their place at balado is booked for and we will deliver one of the greatest events yet for them in july more than acts will play on eight stages over the weekend of and july brit award winners keane and the streets are among the main attractions while the killers and dance act the prodigy are also on the bill both green day and the foo fighters last played at the festival in the same year oasis and basement jaxx were among the headline acts ,entertainment,4
1420,2078,holmes starts with gb events kelly holmes will start with series of races in britain holmes will make her first track appearance on home soil since winning double olympic gold in january norwich union international in glasgow she will also run in the grand prix in birmingham in february and may defend her indoor aaa title in sheffield earlier that month am still competitive and still want to win she said m an athlete and can wait to get back on the track she added these events are also great opportunity to thank the british public for the enormous levels of support they have given me from the moment stepped off that plane from greece the glasgow meeting will see holmes compete over in five way match against sweden france russia and italy ,sport,3
1421,1687,police praise courageous ozzy rock star ozzy osbourne has been praised by police for very courageously tackling burglar who stole jewellery from his house the singer grabbed an intruder who then jumped ft from first floor window as the star gave chase at his buckinghamshire home on monday acted on impulse osbourne said in hindsight it could have been lot worse it could ve got really ugly reward has been offered for information leading to conviction his wife sharon who called the police said her wedding rings were taken from her bedside table as she slept the heavy metal star said he could have met the same fate as late beatle george harrison who was repeatedly stabbed in break in in could have been badly injured or shot or anything osbourne said just thank god that no one got injured he added he was glad the intruders were not hurt wouldn want anyone to get injured the singer did not want to talk in detail about his actions but when asked whether he would do the same again replied is the pope catholic the incident happened at gmt on monday in chalfont st peter detective inspector paul miller of thames valley police said it appeared man used ladder to get into the house through first floor bedroom window whilst selecting items of jewellery the burglar was disturbed by ozzy who very courageously tackled this burglar and pursued him from the house he said ozzy said he was just coming to grips with what had happened and his opinion of the uk had been lowered after relatively trouble free years in the us we lived in los angeles where people get shot every day and have been trailed by lots of different stalkers and yet we come back to england and m very disappointed at press conference on tuesday sharon osbourne gave details of nine stolen items they included diamond wedding ring and two handmade wedding bands ozzy gave her when they renewed their vows two years ago she said she wished she had worn them at night always take them off and put them beside my bed and that where they were right beside me on my bedside table also taken were pearl necklace and sapphire bought as an investment for their daughters described by sharon as one of the only carat sapphires that is absolutely pure daisy chain necklace that was th anniversary present and franck muller watch sharon said was one of only made were also stolen she expressed her anger at the person who hasn worked and wants to take what yours but the thing is we worked for everything came from brixton ozzy came from not very nice part of birmingham and everything we ve got we have worked our arses off for if choose to make an investment for my kids in whatever way choose to make it that my business and worked for every god damn penny ozzy also lamented two years in which the family has been plagued by problems including his critical injury in quad bike accident his wife colon cancer their childrens drug problems and now the burglary on sunday night the osbournes had been celebrating the birthday of singer sir elton john partner david furnish police described the intruder as well built about tall and said he was wearing ski mask light coloured jacket and trainers they believe he may have injured himself when he jumped from the window there is no description of his accomplice police think the pair were driving large vehicle possibly van and are keen to hear from anyone who may have seen one leaving chalfont st peter at speed police appealed for public help to find the perpetrators and stolen items on or ,entertainment,4
1422,159,uk firms embracing commerce uk firms are embracing internet trading opportunities as never before commerce minister mike brien says government commissioned study ranked the uk third in its world index of use of information and communication technology ict the report suggests of uk firms are now using broadband and that of micro businesses are trading online mr brien said uk businesses were sprinting forward in ict use but that there were more challenges ahead the report carried out independently by consultants booz allen hamilton and hi europe placed the uk third behind sweden and ireland for business use of ict it showed british business brought greater maturity to their ict use by using broadband in increased numbers bringing ict into their business plans and using new technologies such as voice activated programmes and desktop video conferences mr brien said the increase in the proportion of business connected by broadband shows that uk companies are embracing the opportunities that ict can bring it is particularly encouraging to see that small businesses are beginning to narrow the digital divide that appeared to have opened up in recent years the government would play its part in cultivating an environment where information and communication technologies can flourish mr brien said the clear message the report sends is that effective use of ict can bring real improvements in business performance for all business however we are not at the finishing line yet and many challenges remain if the uk is to reach its aim of becoming world leading economy he added the international benchmarking study was based on telephone interviews with businesses of which more than were uk businesses it is the eighth in series of examining the adoption and deployment of ict in the world most industrialised nations ,politics,2
1423,7,blair prepares to name poll date tony blair is likely to name may as election day when parliament returns from its easter break the bbc political editor has learned andrew marr says mr blair will ask the queen on or april to dissolve parliament at the end of that week mr blair has so far resisted calls for him to name the day but all parties have stepped up campaigning recently downing street would not be drawn on the claim saying election timing was matter for the prime minister number spokeswoman would only say he will announce an election when he wants to announce an election the move will signal frantic week at westminster as the government is likely to try to get key legislation through parliament the government needs its finance bill covering the budget plans to be passed before the commons closes for business at the end of the session on april but it will also seek to push through its serious and organised crime bill and id cards bill mr marr said on wednesday today programme there almost nobody at senior level inside the government or in parliament itself who doesn expect the election to be called on or april as soon as the commons is back after the short easter recess tony blair whips up to the palace asks the queen to dissolve parliament and we re going the labour government officially has until june to hold general election but in recent years governments have favoured four year terms ,politics,2
